209,peluquera canica,000
210,doncente y encargada cra,232
211,directora de educacion en,235
212,apoyo de aula,361
213,asistente educadora,361
214,profesora de matematica,234
215,educadora diferencia,235
216,educ de parvulo,234
217,auxuliar de aseo,911
218,psicologa programa integ,000
219,docente basica,234
220,servicios de aseo,911
221,junior de aseo,911
222,profesional unidad,224
223,educ parvulo,234
224,tecparvularia,361
225,educadora de parv,234
226,auxiliar de aseo hornato,911
227,jefa infectologia,221
228,tec en educacion especial,361
229,odontologo general,224
230,tencnico en parvulo,361
231,dentista,224
232,educadora de turno,234
233,tecnico en atenc de parvu,361
234,odontologa,224
235,asistente pie,000
236,tens educacion especial,361
237,monitora de taller,000
238,fonodiologa,224
239,sicologa,224
240,profesora edu diferencia,235
241,supervisora nutricionista,224
242,kinesiologia,224
243,urgencia dental,224
244,terepeuta ocupacional,224
245,colaborador docente,361
246,asistente de ed dif,361
247,profesora de biologia,234
248,tecnico en educacion espe,361
249,consejera tecnica,000
250,cirujana dentista,224
251,auxiliarn de aseo,911
252,tecnico en parvula,361
253,asistente aseo,911
254,nutricionista de prod,224
255,cons educacional,000
256,auxilair de aseo,911
257,enc de educ y cultura,000
258,educadora de niños,234
259,operaria multifuncional,000
260,auxiliar aseador,911
261,operario de aseo,911
262,operaria lavanderia,912
263,decanno,231
264,tens odontologia,224
265,profesora encargada,234
266,asesora de aseo,000
267,docente gastronomia,232
268,auxliar lavanderia,912
269,auxiliar de trabajos meno,000
270,operariamultifuncional,000
271,medico etapa de formacion,221
272,ayudante de aula,361
273,asistente tecnico parvulo,361
274,asea obra,000
275,profesora y coordinacion,231
276,tens parvulos,361
277,tutora educadora,235
278,asistente adulto mayor,532
279,asistente aula y asis fu,531
280,profesora matematica s,234
281,aseo y ornato,911
282,auxiliar de aseo y manten,911
283,educ parvulos,234
284,coordinadora capacitacion,235
285,perjadora,000
286,profesora de ciencias nat,232
287,auxiliar de produccion,000
288,tenns volante,000
289,experta maquillaje,000
290,regadio y aseo de areas v,000
291,ayudante de maestro,531
292,auxiliar de embalaje,000
293,operaria de lavado,912
294,coordinadora de especiali,000
295,alumna academia diplomati,000
296,enc de convivencia escola,235
297,experto en prevencion,000
298,asistentye de parvulo,361
299,tecnico domiciliario,000
300,educadorade parvulo,234
301,educ parvularia,234
302,varista,000
303,tec en educacion,361
304,asistente e la eduacion,361
305,tec ed diferencial,235
306,encargada de salud,000
307,coordinadora de ens media,235
308,aseo y hornato,911
309,vortadora,000
310,operaria aseo industrial,911
311,profesora educ diferencia,235
312,tecnico en educacion parv,361
313,mantencion aseo,912
314,asist de la educacion,361
315,asistente de la educac,361
316,twec educacin parvularia,234
317,auxiliar de aseo hospital,911
318,asistente tec parvulo,361
319,aseador de carros,912
320,ed de parvulos,234
321,medico veterinario inspec,223
322,repondera,000
323,tecnico ne parvulos,361
324,psicopedagoga pie,235
325,axiliar de aseo,911
326,encargada de pabellon,532
327,encargada de grupo aseo,911
328,educadora trato direct,234
329,asistente del hogar,911
330,ed diferencial,235
331,asiste de parvulos,531
332,docente coord biblioteca,235
333,tec encargada,361
334,educadora en parvulos,234
335,integral,000
336,directora del jardin,000
337,medico titular,221
338,tens en imagen,222
339,tens de pabellon,222
340,educadora principal,234
341,tec en educacion parvula,361
342,jefa de estudio,235
343,auxilar de aseo,911
344,tacnico de parvulo,361
345,auxilia aseo,911
346,tecnico en parvularia,361
347,encar programa adul mayor,235
348,tecnico de parvulos,361
349,colaboradora de aseo,911
350,docente jornada,234
351,ayud cocina y aseo,000
352,cuidadora de adulto mayor,532
353,operaria logistica,000
354,auxliar de aseo,911
355,limpia oficinas,911
356,anesteciologa medica,221
357,docente planta,231
358,profesora volante,234
359,psicopedagoda,235
360,atv cuidadora,532
361,asistende de educacion,361
362,asistende de la educacion,361
363,profesora de educacion di,234
364,docente de educ fisica,235
365,asistente tec pedagogico,235
366,asist educacion,361
367,auxiliar de habitaciones,912
368,operadora de aseo,911
369,nutrisonista,224
370,profes de edc fisica,234
371,roner,000
372,tec de parvulo,361
373,porteria,000
374,cuidadora principal,532
375,asistente educacion inspe,361
376,tec en educ diferencial,361
377,farmaceutica,224
378,tecnico en educadora parv,361
379,profesora ed especial,235
380,tecnico educacion parvula,361
381,tec asistente parvulo,361
382,tec educacion diferencial,235
383,auxliar de limpieza,911
384,profesora ef,232
385,asistente diferencial,235
386,asistente academico,000
387,orientadora y docente,235
388,area cirujia,221
389,barredora,000
390,profesora edu diferencial,235
391,departamento de aseo,911
392,niñera,531
393,auxiliar limpieza areas v,911
394,profesional de division,000
395,psicologa del colegio,235
396,supervisora aseo,911
397,educadora estimulacion,234
398,educadora de ambiente,235
399,peacking,000
400,matrona crs mujer,222
401,escaceta,000
402,aseo clinico,911
403,teens de urgencias,000
404,auditora clinica,000
405,profesora de matematicas,232
406,asistente de la educacio,361
407,profesora de pre basica,234
408,lector repartidor de agua,000
409,encargada de area de hist,221
410,psicopedagoga diferencial,234
411,operaria y mantenedora,000
412,educadora de parbulos,234
413,eduadora de trato directo,532
414,relatora de capacitac,235
415,pasillera,911
416,encargada pedagogica,235
417,asiste de educacion,361
418,auxiliar de lavanderia,912
419,encargada de evaluacion d,000
420,matrona de turno,222
421,encargada de academia,000
422,jefa de utp y profesora,235
423,tec parvulo,361
424,instructor hse,000
425,enfermera de quimioterapi,222
426,encargada de cuidado inf,531
427,profesional educacion,235
428,lector repartidor,000
429,encargada d}e oirs,000
430,asistente academico de pr,232
431,barrendero,912
432,ayudante de trasado,000
433,auxiliar empaque,000
434,auxiliar de terminaciones,000
435,limpieza fina,912
436,edudacadora de parvulo,234
437,tns parvularia,361
438,tecnico educ diferencial,361
439,profesora de edu fisica,234
440,encargada conv escolar,531
441,asistente a la educacion,361
442,tecnico ed parvulo,361
443,conserje edificio,000
444,tens de anestesia,000
445,profesora de religion,234
446,tens cuidadora de pacient,532
447,tecnico en parvulo nivel,361
448,tec at parvulos,361
449,profesora de educacion fi,235
450,tec educ especial,361
451,educadora tradicional,234
452,cirujano,221
453,profesora educ fisica,234
454,dpcente,231
455,encargada de formacion,232
456,aux aseo ext horaria,911
457,enfermera epidemiologia,222
458,profesora de educacio fis,234
459,asistente de la educ,361
460,coordinadora de convivenc,235
461,profesora de educ fisica,234
462,auxilar de casino,000
463,ed tca de parvulos,234
464,tecnico edu parvu,361
465,persona de aseo,911
466,instructora,361
467,pedagoga,235
468,auxialr de aseo,911
469,asistente apoyo academic,361
470,tec nivel sup parvulos,361
471,mayordomo,000
472,educadora social,235
473,cuidadora de a mayor,532
474,encargada del aseo,911
475,tecparvulos,361
476,auxiliar de niños,531
477,encargada de limpieza,911
478,edparvulo,234
479,aux de aseo y mantencio,911
480,medico cirujano,221
481,auxiliar de plaza,000
482,profesora de leng,234
483,conciencia escolar,000
484,monitora de trompos,000
485,ayudante de construccion,000
486,tecnico en parbulo,361
487,tutora sombra,531
488,educ de parvulos,234
489,reanimador,000
490,coordinadora de carrera,235
491,operadora de lavanderia,912
492,profesora lenguaje,234
493,psicologa convivencia,235
494,tecnico atencion parbulos,361
495,tec educ parvulos,361
496,higiene,000
497,tens pabellonera,532
498,tec en educ de parvulo,361
499,profesora educac basica,234
500,maestra b,234
501,auxiliar de seao,000
502,axulilar de aseo,911
503,tens arsenalera y anestes,222
504,operaria de parque,000
505,profesora de e media,232
506,axiliar y coperia,000
507,aux de limpiaza,911
508,ingestadora,000
509,prof educ diferencial,235
510,profesora de integracion,235
511,prof de contabilidad,232
512,aux de limpieza,911
513,medico general,221
514,subdirectora de formacion,000
515,maestra en terminacion,234
516,tecnico educacion especia,361
517,aux de cafeteria,000
518,profesional de inclusion,235
519,auxiar de aseo,911
520,insp educacional,531
521,auxiliar de aseo y maquin,912
522,profesora de musica,232
523,educadora de pervulo,234
524,directora de educacion,235
525,cordinadora pie,235
526,gastroenterologo,221
527,coordinadora y docente,235
528,house keeping,911
529,ecargada jardin infantil,361
530,personal de limpieza,911
531,servicios generales aseo,911
532,auxilia de casino,000
533,encargada altillo,000
534,dermoconsejera,000
535,tecnico educadora,361
536,eduacadora de parvulos,234
537,eduacdora parvulo,234
538,aseo fino,912
539,inspectora bibliotecaria,000
540,maestro de cuarto frio,000
541,colaboradora de aula,531
542,preofesora,231
543,enfermera gestora,222
544,servicio aseo,911
545,mantenimienmto,000
546,aseo limpieza,911
547,asistente de aseos menore,912
548,cuidador de adulot mayor,532
549,profesora de artes visual,234
550,asist de aula,531
551,psicologa colegio,235
552,coordinacio extra escolar,000
553,tecncio en parvulos,361
554,encargada estacion medico,000
555,aseo mantencion de parque,912
556,ejecutiva de horas medica,000
557,profesora religion,234
558,jefa de programa de lengu,231
559,auxilair y ornato,000
560,docenrte,234
561,apoyo de aseo,911
562,tec parvularia,361
563,tec educacion parvularia,361
564,sec cordinacion de ambu,224
565,encargada de mantencion,000
566,pvx agente,000
567,licitador medico,000
568,unid tecn pedagogica prof,235
569,profesora artes visuales,231
570,operaria de limpieza,911
571,tecnico ed parvulario,361
572,traumatologa,221
573,profesora diferncial,235
574,directora jardin,235
575,au dietetica,224
576,asistente de camara,000
577,coodocente,232
578,agente educatva,361
579,reemplazo titular,000
580,prof de diferencial,235
581,docente ayudante,235
582,peluqueria y maquillaje,000
583,cooordinador academico,235
584,coordinadora escolar,235
585,asistento de aula,531
586,educadora de parvula,234
587,productora,000
588,directora instituto,000
589,limpiadora,911
590,ayudante de aseo,911
591,auxiliar de piso,911
592,oficial de sala,000
593,mantenimiento de aseo,911
594,directora docente,235
595,tec parvulario,361
596,asistente de cuidado,532
597,auxiliar porteria,000
598,psicologa ciel,000
599,enfermera universitaria,222
600,aux de faena,000
601,tens medicina,361
602,auxiliar de seo,912
603,tecnico educacion diferen,361
604,asistente cuidado adulto,532
605,enfermera docente,222
606,fonoaudiloga,224
607,lectora,000
608,profesora de arte,234
609,teens,000
610,operario de limpieza,911
611,tecnico ed,361
612,asistente tecnico en parv,361
613,tecnico parvulario,361
614,eduadora trato directo,532
615,ayudante maestra,361
616,encargada repos nocturna,000
617,aseo de obra gruesa,912
618,matrona clinica,222
619,asistente en parvulo,361
620,mantenedor urbano,000
621,jefa de capacitacion,000
622,monitora de control de ca,000
623,auxilair de higiene,911
624,enfermera investigadora,222
625,ejecutiva de pacientes,000
626,temporada,000
627,auxiliar de carga,000
628,cordinadora academica,235
629,mantenimiento y jardinero,000
630,funcionaria de aseo,911
631,adiestradora,000
632,profesora educfisica,232
633,encargada unidad cancer,221
634,profesora de ciencias,232
635,tec atencion parvulo,361
636,docente topografia y cons,232
637,coordinadora carrera,000
638,teraoia ocupacional,224
639,tco ed parvulos,361
640,tecnicp parvulos,361
641,educador de parvulos,234
642,reemplaz tec en parvulo,361
643,asist de educacion,361
644,directora de cefam,000
645,adsistente de aula,531
646,jefa salud,000
647,matrona encargada de prog,222
648,asistentee aula,531
649,tec en atencion de parvul,361
650,aux de linea,000
651,asesora de limpieza y des,000
652,op trastienda,000
653,cuidador,532
654,estafeta y aux de aseo,911
655,podelogo,224
656,profesora de educacion ba,234
657,ed parvulos,234
658,cordinadora de convivenci,000
659,learning assistens,531
660,psicologa pie,000
661,coordinadora de nivel,235
662,profesional pam,000
663,docente de media,232
664,tec profesional parvulos,234
665,especialista de limpieza,912
666,reponedora de bodega,000
667,enfermera volante,222
668,profesora de quimica,232
669,educadora de apoyo,235
670,tec en edu parvularia,361
671,lerning assistant,361
672,roperia,000
673,profesora general,234
674,asiste de parvulo,531
675,sicopedagogo,235
676,auxiliar de aseoi,911
677,mantencion y limpieza,911
678,educadora diferncial,235
679,recepcion de proyectos,000
680,limpiar plancha,911
681,assitente de parvulo,361
682,asistente grado once,361
683,auxiliar de higiene de ha,911
684,jefe carrera,231
685,aseo calles,912
686,audiologa,224
687,psicologa del pie,000
688,estamento tecnico,000
689,tecnico en edu parvularia,361
690,encargada lavanderia,912
691,profesora educacion basic,234
692,coordinadora de parvulo,235
693,tecnico aularios,361
694,aseo de apoyo,911
695,profesora jefe de utp,235
696,tec en educ especial,361
697,coord conv escolar,235
698,tec en pravulo,361
699,bacoffis,000
700,tecnic en parvulo,361
701,profesora edu fisica,234
702,asistente sombra,531
703,encargada de inmunizacion,224
704,jefe de aseo,000
705,guia y coordinadora,000
706,inspectoria educacional,361
707,barredora de calles,912
708,ax de servicios menores,000
709,auxiiar de lavado,912
710,coordinadora de bibliotec,000
711,prfesora de ed fisica,235
712,auxiliar deaseo y ornato,911
713,tec ed parvularia,361
714,profesora orientadora,235
715,tec en educ parv,361
716,profesora de educacion,234
717,tec ed parvulos,361
718,dieta enterales y lacteos,000
719,couch teacher,000
720,auxiliar industrial,000
721,kam,000
722,asistente de parvula,361
723,avisado,000
724,actividades de educacion,235
725,maestro asistente,361
726,asistente de la eeducacio,361
727,tens educacion parvularia,361
728,sensadora,000
729,profesor educ media,232
730,tens imagenologia,361
731,ama de llaves,911
732,asistente integracion,235
733,aseo general,911
734,profesora bibliotecaria,000
735,educadora de parbulo,234
736,auxuliar aseo,911
737,tencnico superior parvulo,361
738,paramedico tens,361
739,reponedora de terreno,000
740,tens en parvulo,361
741,directora jardin infantil,234
742,educadora trato dorecto,000
743,cordinadora pastoral,000
744,ingertadora,000
745,entrenadora empleados,000
746,alimentadora,000
747,especialista limpieza,912
748,peluquera,000
749,educa trato directo,000
750,tutora educativa,235
751,asitente de aula,531
752,paradocente inspectora,531
753,asistente educ especial,361
754,aux multiservicio,000
755,profesora de efisica,234
756,nutricion clinica,224
757,auxiliar de aseo rx,911
758,medico 22 28,221
759,multiservicios aseo,911
760,psicologa educacional,235
761,tecn en parvulo,361
762,profesional de act fisica,000
763,kineciologa,224
764,pentorera,000
765,cosmetologa,000
766,tecnico asistente ed par,361
767,tec atencion de parvulo,361
768,comnserje,911
769,tecnico educacion,361
770,auxiliar de aula,361
771,tec en educacion diferenc,361
772,tutora de niños,531
773,especialista de aseo,911
774,operaria areas verdes,000
775,psicologa eq conv esc,235
776,aux de higene,911
777,encargada pie,000
778,personal de aseo industr,912
779,enfermera atencion domic,222
780,tecveterinario,223
781,agente educ,000
782,monitora de pintara arte,235
783,parvulo,234
784,sostenedora,000
785,docente encargada de bibl,234
786,educadora differencial,235
787,kinesiologo pacte critico,224
788,asesora limpieza,911
789,educadora trato dire,000
790,crew donkie,000
791,consulta oftalmologica,224
792,enfermera mq,222
793,tens de consulta,222
794,coordinadora de colegio,235
795,auxiliar de aseo y cocina,911
796,tecnico atencion de parv,361
797,porofesora,234
798,operaria lavado,912
799,profesroa basica,234
800,mantencion de areas verde,000
801,ayudante de abrumadora,000
802,cuidadora nocturna,532
803,operario de higiene,912
804,orientadora segundo ciclo,235
805,asistente tecnico de la e,361
806,auxiliar de aseo 3,911
807,personal aseo,911
808,terapeuta prevencion,000
809,educadora de tracto direc,234
810,aspirante a maestra,000
811,tens prog maternal,361
812,asist parvulo,531
813,tec educ parvularia,361
814,auxilñiar de aseo,911
815,operaria limpieza,911
816,supervisora padelogica,235
817,junior aseo,912
818,profesora enseñanza media,232
819,sicometrista,000
820,experta en belleza,000
821,tecnico de educacion espe,361
822,tecnico en educacion dife,361
823,profesora de historia,234
824,aistente de aula,531
825,auxiliar de aseo paradoce,911
826,tco educ parvularia,361
827,profesora de asignatura,232
828,auxiliar de servi,000
829,corredora turno,000
830,nutricionista regional,224
831,tecnico en educacion par,361
832,jardineria y aseo,000
833,profesora general basica,234
834,tecncio en parvulo,361
835,aseo y limpieza,911
836,profesora de pro,232
837,docente de danza,235
838,tens clinica,222
839,op multifuncional,000
840,prefesora de musica,235
841,asistente aula diferencia,531
842,encargada de lavanderia,912
843,asistente edu diferencial,235
844,ayudante de lab,000
845,aestra en terminaciones,000
846,tecnico educparvulo,361
847,psiquiatra,221
848,supervisora maternidad,222
849,auxiliar de las plazas,000
850,asist educacion bibliotec,361
851,orientadora de admision,000
852,colaborador industrial,000
853,auxiliar de roperia,912
854,asist de limpieza,911
855,gaete de control,000
856,medico internista,221
857,clinico anestesia,221
858,docente enfermera,232
859,operaria multifunional,000
860,emfermera,222
861,docente de reforzamiento,361
862,evaluadora academica,232
863,encargada de cancha,000
864,auxiliar de aseo volante,911
865,cuarto corno,000
866,educadora de trato direc,531
867,coordinadora educacion,235
868,captadora de familia exte,000
869,tecnico en educ parvulari,361
870,co educadora,361
871,coordinadora tec depat ed,000
872,auxiliar de servicio aseo,911
873,nutricionista de post ven,224
874,in spectora de basica,234
875,personal de apoyo aseo,911
876,orientacion al paciente,000
877,ayudante en mantencion,000
878,educadora de interaccion,234
879,asistente apoyo academico,361
880,orientadora psicologa,000
881,para docente,231
882,tecnico en educ especial,361
883,profesora educacion gener,234
884,eduicadora de parvulo,234
885,docente de sala,234
886,asistente de ecucacion,361
887,asistente limpieza,911
888,monitora de campo,000
889,estigua,000
890,supervisora de aseo y man,000
891,operaria nocturna,000
892,maestra encargada,234
893,encargada depto capellani,000
894,auxiliar de parvulos,531
895,tecnico asistente de aula,361
896,corredora de turno,000
897,instructora y directora,232
898,nutricionista y docente,224
899,auxaseo,911
900,auxiliar de aso,911
901,limipieza,911
902,tecnico educ parvularia,361
903,esteticista,000
904,ten en parvulos,234
905,operadora en entrenamient,000
906,profesora engargada,234
907,auxilar de aseo terreno,912
908,aseo y mantencion,912
909,tercera,223
910,auxiliarr de aseo,911
911,asdistente de aula,531
912,eduadora diferencial,235
913,aistente de la educacion,361
914,tecnicico en parvulo,361
915,monitora de futbol,000
916,recoelctor de datos,000
917,acadamica,231
918,pns de educacion,000
919,portera multifuncional,912
920,piletera,000
921,barrido de calle,000
922,auxiloar de aseo,911
923,directora de campos clini,000
924,profesor y administradora,000
925,tec parvul basica,361
926,asisten eduacacional,361
927,psicologa educaional,235
928,medicina general,221
929,entrenamiento,000
930,tens cuidadora,532
931,educadora de trato deirec,235
932,asistent de la educacion,361
933,tecnico en ed,361
934,profesional en formacion,000
935,tecnico ed especial,361
936,axuliar de aseo,911
937,tecnicio en parvulo,361
938,asistente de patio,531
939,funcionaria de salud,000
940,aux de aseo en banco bci,911
941,matrona maternidad,222
942,asente educativa,361
943,asistente d eparvulos,361
944,tens ambulancia de dia,222
945,educadora terapeutica,235
946,tec de parvulos,361
947,medico urgenciologo,221
948,encargada de salud estudi,224
949,encargada de aseo e higie,911
950,tec en educacion p,361
951,parvuaria,234
952,educadora de y trato dire,234
953,edu de parvulos,234
954,educadora preferencial,235
955,tutora de un programa,361
956,tecn parvulos,361
957,kinisiologa,224
958,coordinadora especialidad,000
959,docente de lenguaje,234
960,asistente de educacion es,361
961,operaria seccion lavado,912
962,profesora de artes y tecn,232
963,prf de edc diferencial,235
964,repnedora,000
965,encargada aseo,911
966,auxiliaer de aseo,911
967,educadora de trato,235
968,labores aseo,911
969,medico jefe de unidad,221
970,encargada de masas,000
971,encargada del colegio,000
972,coordinadora medica,221
973,psicologa escolar,235
974,jornal de aseo grueso,911
975,auxiliar de aseo y jardin,911
976,tecnico en educacion esp,361
977,preparadora de pedidos,000
978,coordinadora central tele,000
979,aisistente de educacion,361
980,edde parvulo,234
981,auxiliar de camarines,000
982,apoyo educadora,361
983,tecnico en ed parvulario,361
984,ayudante operaria,000
985,tec edu especial,235
986,embriologa,224
987,axilar de aseo,911
988,monitora taller,361
989,cuidado y atencion de niñ,531
990,educadora trato dierecto,235
991,asesor de aseo,000
992,encargada de primera,000
993,trabajadora eventual,000
994,conservadora de museo ama,000
995,aseadora de edificio,911
996,encargda de aseo,911
997,auxiliar de obras menor,000
998,final de linea,000
999,higiene y sanitizacion,000
1000,educadora dee parvulos,234
1001,operaria higiene,911
1002,academica investigadora,231
1003,docente de biologia,232
1004,profesora tutora,234
1005,asiatente de educacion,361
1006,asesor de salud,000
1007,educadora doferencial,235
1008,tens de gastroenterologia,222
1009,lavado de bandejas,912
1010,tecnico educacion paruvul,361
1011,asesora academica,235
1012,cuidado adulto mayor,532
1013,coeducadora bilingue,361
1014,educadora de parvulo dire,234
1015,tecnico atencion de parvu,361
1016,asesora pegagocica,235
1017,auxiliar de pasillo,000
1018,director jardin infantil,235
1019,docente matematicas,232
1020,aseo de oficina,911
1021,multifuncioinal,000
1022,auxiliar noche,532
1023,colaboradora academica,235
1024,facilitador lengua de señ,235
1025,eu veterinaria,223
1026,profesora encargada conv,234
1027,jefa de carrera,235
1028,auxiliar en mantencion,000
1029,auxiliar de aeo,000
1030,barrista,000
1031,profesora de education,234
1032,convivencia escolar,000
1033,profesora de computacion,232
1034,ayudante maestro,531
1035,monitora de taller de hue,000
1036,auxiliarde aseo,911
1037,asist de parvulos,531
1038,profesora de 1er basico,234
1039,docente parvulo,234
1040,profesora utp,235
1041,auxiliar de aseo y ornato,911
1042,profesora de violin,235
1043,educadora de trat direct,234
1044,cuidador adulto mayor,532
1045,sicologa conv escolar,235
1046,servicio de limpieza,911
1047,osdontologa,224
1048,ayudante de aferradero,000
1049,asistente de peluqueria,000
1050,asistente al adulto mayor,532
1051,operaativa de bodega,000
1052,tec en educ dif,361
1053,muicama,911
1054,pofesora,000
1055,orientadora y encargada d,235
1056,encargada egresados,000
1057,tecnico asistente educaci,361
1058,cordinadora programa pie,235
1059,profesora asignatura,234
1060,tenss farmacia,224
1061,docente y director de bas,234
1062,auxiliar  operario,000
1063,asist de direc de educ co,000
1064,coordinadora campo clinic,224
1065,orientadora familiar,235
1066,edu de parvulo,234
1067,promotor rutero,000
1068,auxiliar lavanderia,912
1069,directora de la esc de le,235
1070,prodesora educacion fisic,234
1071,profesora de deporte,235
1072,assitente tecnico pedag,235
1073,ayudante de salones,531
1074,doctora de apouyo,000
1075,rehabitadora,224
1076,peluquero canino,000
1077,docente psicopedagogo,235
1078,asiste parvulo,361
1079,asistente curricular,361
1080,full,000
1081,reparadora y ayudante,000
1082,educadora sala cuna,234
1083,coordinadora estimulacion,235
1084,asitente de apoyo de educ,361
1085,enc jardin inf seron,531
1086,tecnico en pie,224
1087,coordinadora prog educaci,235
1088,profesora jefa utp,235
1089,tenico educacion parvular,361
1090,capacitadora,235
1091,clinic,000
1092,tec atencion de parvulos,361
1093,cuidador principal,532
1094,casera,911
1095,jefe medico,221
1096,encargada enseñanza media,232
1097,encargada de oirs,000
1098,profesrora,234
1099,asiste de la educacion,361
1100,profesora eddiferencial,235
1101,tec educacion parbularia,361
1102,asistente en educacion pa,361
1103,auxilia de aseo,911
1104,gestora pedagogica,000
1105,encargada de junaeb,000
1106,seleccion senier,000
1107,ap tutora,000
1108,cirujano en urgencia,221
1109,encargada jardin familiar,000
1110,asistente en parvulos,531
1111,tenico en parvulo,361
1112,directora de jardin infan,235
1113,tecnico en educacion dif,361
1114,directora biblioteca,000
1115,medico de urgencia,221
1116,tecnivo en parvulos,361
1117,etede diurno,000
1118,aspirante de maestra,234
1119,aseop,000
1120,aseador,911
1121,jefa de aseo,911
1122,auxiliar de ropa,912
1123,doctora genera,221
